PMID,Title,Year,NLP_1,NLP_2,NLP_3,NLP_4,NLP_5,NLP_6,NLP_7,NLP_8,NLP_9,NLP_10,NLP_11,NLP_12,NLP_13,NLP_14,NLP_15,NLP_16,NLP_17,NLP_18,NLP_19,NLP_20,NLP_21,NLP_22,NLP_23,NLP_24,NLP_25,NLP_26,NLP_27,NLP_28,NLP_29,NLP_30,NLP_31,NLP_32,NLP_33,NLP_34,NLP_35,NLP_36,NLP_37,NLP_38,NLP_39,NLP_40,NLP_41,NLP_42,NLP_43,NLP_44,NLP_45,NLP_46,NLP_47,NLP_48,NLP_49,NLP_50,Abstract_Cluster,Paper_Degree,Paper_WeightedDegree,Paper_PageRank,Paper_Betweenness,Paper_Clustering,NLP_Community,N_Authors,N_IFIBIO_Authors,Fraction_IFIBIO,Mean_Author_Publications,Max_Author_Publications,Mean_Author_Degree,Max_Author_Degree,Mean_Author_WeightedDegree,Max_Author_WeightedDegree,N_Affiliations,N_MeSH,N_Keywords,Abstract_Words,Years_From_First,Social_Cluster,N_Social_Clusters,UMAP1,UMAP2,Integrated_Cluster
42123443,Effect of Sertraline on Fetoplacental Growth Parameters and Placental Transporter Gene Expression in Rats.,2026,0.1618028105485808,-0.008456626255833957,0.11855486412974213,-0.038521084540380335,0.05203188514380879,0.17737696729676658,0.07668025264859285,0.06676865831227367,0.0043350688164309524,-0.062021790735229704,0.0010586537151057662,0.042083138271334315,-0.07500567254864057,-0.023952468808733127,-0.028616173406398385,0.022739513447873862,-0.03934947824588407,0.011873754293709241,0.05020348218833417,0.0016270688430192366,0.04295381117824721,-0.046994912138857765,0.01815534827916324,0.0037632203325411564,0.0023186540974694542,-0.02792878147215989,-0.029294897113620193,0.04558390152075473,-0.0385249001017957,-0.051289337175623784,0.0421972083786425,0.06735360279416892,0.0809845164026313,-0.05002462799270815,-0.07689517209502922,0.054204756089106874,-0.006132364799939561,-0.058336395226668745,0.042315117380122,-0.01578570851301702,-0.04985210952942144,0.020678895112288848,-0.06708810068182561,0.05485392896805533,0.04295107579049518,-0.06658870303737102,0.05695482058483018,-0.044382751187744686,0.05050364055073043,0.08859818193735224,3,,,,,,,8,1,0.125,7.375,45,27.875,137,47.75,267,6,8,5,110,12,0,1,5.28361,2.6409528,0
42097396,"Towards a strategic assessment of brain sciences in Latin America: current status, strengths and structural needs.",2026,0.11800928626156501,0.056939714845240734,-0.0566043478481365,-0.01111942739906594,0.0005938830218818223,0.11869454717897059,0.005089815842979285,-0.006080327274156775,-0.00678577454700711,0.1265662135757703,-0.021157718101360405,-0.09709462347838643,-0.01801549785461515,0.17437091615151054,0.07773497317975078,0.061728431405616575,-0.01147990059302893,0.06491565799939411,-0.04590969987707684,0.11722120702363964,-0.08916153280910236,0.08282238235717211,-0.04399230090127424,0.006743766542577871,-0.07898310851607425,0.061352945746376654,0.1429023567927676,-0.09547935886548463,-0.06737277931812605,-0.100050011039958,0.12418145304021737,0.12564062954893201,-0.10107190416938117,0.0036559458989726874,0.017174056445743817,-0.15403882098848495,0.003438425455427372,-0.21366844534364068,-0.09077140149501889,-0.17422094398967872,-0.12554379601089002,-0.0653850939873491,-0.018658297116577505,-0.03111091915624391,0.043411886615570446,0.2603954455494695,-0.05114284512335061,0.12314024029056839,0.008675851635715168,0.12535107586870975,4,1.0,0.348412674223626,0.0012972551432894872,0.0,0.0,18.0,13,1,0.07692307692307693,2.230769230769231,16,16.307692307692307,58,18.307692307692307,84,13,5,5,147,12,22,2,6.077425,3.0878797,1
42086667,Hippocampal astrocytic GAT-3 blockade impairs protein synthesis and spatial memory dynamics.,2026,0.26570820264227546,0.3212862766689207,-0.03221612388478683,0.20405200683563804,0.07132489226945286,0.03004759964554323,-0.02139048868220941,0.028258394878603942,-0.03278426716688441,-0.10146072516153092,-0.09495855941677639,0.07771631194670574,0.05149896027678074,0.00396421503161419,0.06479388511752067,-0.06687317797145732,-0.0245272639417089,-0.10179404137182806,0.02687213609422245,-0.021249197233269984,-0.020747784310668885,-0.04405337404619566,-0.03311981177885108,-0.003125394052793503,-0.11438159729495977,0.07695774661319266,0.008975142744983582,0.05908106572227963,0.10018668454747785,-0.001210890566814708,-0.012601904677217442,0.013187115412008735,0.019297975904838685,-0.0991914538608334,-0.10196539329008618,0.11108442866486916,-0.015047159426881696,-0.10572005732518315,0.02876438867075081,0.018471163339751757,-0.11304011117913779,-0.05608647807950327,0.024086786120841672,0.11578700039177317,-0.11795119853343196,0.01180219015617321,-0.01638358064487528,-0.09263125167895327,-0.13762783200679682,0.02994251754997543,1,4.0,1.2187586940861936,0.002997380155956945,0.0,0.20874571700022224,6.0,6,1,0.16666666666666666,3.8333333333333335,16,15.666666666666666,63,18.166666666666668,76,11,9,0,137,12,4,1,8.058071,3.8134332,1
41950695,"Corrigendum to ""Aquaporin-1 and aquaporin-4 in human placental angiogenesis: insights into the critical interaction with caveolin-1"" [Placenta 168 (2025) 111-123].",2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,,,,,,6,3,0.5,15.333333333333334,45,51.666666666666664,137,93.33333333333333,267,5,0,0,0,12,0,2,5.1054845,2.0169756,0
41933672,Aquaporin-4 participates in the migration of retinal Müller cells by facilitating water transport and cytoskeleton reorganization.,2026,0.34374839568131754,-0.1108894145399759,0.41986758393527657,0.18930259123492751,-0.0530335782739328,-0.279952704590766,-0.04948357459742859,-0.11943463373562506,0.001030325357160901,0.1346440706449177,-0.11102465908720156,-0.13687475264039903,-0.07035816705310258,-0.11346360488585193,0.06261419524900572,0.02119503684792333,0.06759327739607066,0.019324363233597694,0.04409623697608187,0.04157560222480519,0.055296255776420514,-0.043735128774586046,0.05463175509219051,-0.0005465735481014903,-0.10960151366280256,-0.0011057507978614882,0.03220366929591,-0.08399957029644593,-0.10203343887976908,0.02883202967722408,0.04032706220989932,-0.028116221160416868,-0.047090076338951986,0.014695479098925048,-0.024887109787096736,-0.026234096499526204,-0.05162501976774223,0.011399996581700959,-0.03528187664032796,0.006479933588512421,-0.026711504988685287,0.03903006478122218,0.03703338977923794,0.021924098067559537,-0.03289055585873198,0.003985588010606636,-0.021605174908000128,-0.06771033904754994,-0.0016519876566673353,-0.01781397429754513,8,13.0,4.665962489506858,0.008662814154945893,0.062262375305853566,0.12069304353938602,16.0,7,6,0.8571428571428571,8.714285714285714,21,29.0,65,55.42857142857143,127,3,13,6,140,12,3,1,5.9400783,5.5895057,0
41824201,Targeting pH regulation in cancer: combined mild alkaline treatment and NHE1 inhibition as a potential therapy for clear cell renal cell carcinoma.,2026,0.3409400777243224,-0.11322983086564214,0.23721813760778537,0.061447434855402584,-0.022164240989038395,-0.2311632831692507,-0.04556710539773136,0.03212648721100049,-0.005188514222062571,-0.050159135251106275,0.035372341075815945,-0.15401129761447144,0.06182697565027275,0.054470826574538646,0.01919667335754783,0.06351279314410527,0.03172390080300916,-0.02571491499437268,0.03332657349796669,-0.022115604309037817,-0.24281784901825615,-0.06835293313903108,-0.1621472029091672,-0.0021258306762608923,0.06561251862037953,0.047276841924442266,-0.02857111702676854,0.19480896703083886,-0.013795057509310375,-0.22680045434219834,0.04842135349064283,-0.06831437749382924,0.03618697097012503,-0.04857962997313519,-0.07973992597205268,0.06319067206846225,0.07129264307381444,0.03788361072406395,0.1295397643738352,-0.08601712869786984,0.01098323059961985,0.08050189468925192,0.2149456897671485,-0.06128647516012401,0.005858035466285913,0.04122372627595725,-0.03630821836803872,0.007314227672449312,-0.020805633537556427,0.03660694308702389,8,7.0,2.3346856909842812,0.00499675483613135,0.0036514210427253902,0.13881786421595174,16.0,9,9,1.0,7.777777777777778,21,26.88888888888889,65,50.44444444444444,127,4,7,4,136,12,3,1,5.4847727,5.430155,0
41817828,Dopaminergic Modulation of Striatal Somatostatin Interneurons Shapes Motor Learning and L-DOPA-Induced Dyskinesia.,2026,0.2621504927974809,0.18562786039217852,-0.005583612464477349,-0.27697454088786455,-0.19988367740933866,-0.09492363153158273,-0.038261855748808374,0.053710014000903375,0.1863534044689984,-0.07410323237937065,0.10866261983333937,0.021944855179316786,-0.15850341627250833,-0.08742561144484332,-0.20776629382842832,-0.055166282123293296,0.012252148004437097,0.174895743786524,-0.014235674326879076,0.004304064066059359,-0.07647241732586595,-0.05406939696938786,-0.08167227281104447,0.011759807283872863,-0.10539760305884542,0.1495767749376305,-0.06019104905481334,0.0008986082693952203,0.009141730322860432,-0.14463225319756282,0.008709542947615752,0.06565196782601515,0.02246784175249388,0.12872867926658865,-0.05197575243515868,0.013696416220565508,-0.04777815476740098,0.007884485526824563,-0.06447027278163588,-0.04075523050629104,-0.07632590954154486,0.0599720396459918,-0.0016151341293418027,-0.02695233847657887,-0.016686653683635158,-0.07869668832303375,0.04896109819837846,-0.03544225064369741,0.03303809062275943,-0.040993956840355644,2,7.0,2.113389349859144,0.007005483791362808,0.10043290043290043,0.04958506100890873,2.0,8,6,0.75,11.0,27,42.5,110,67.875,175,9,11,6,165,12,1,2,6.6760736,1.5401247,0
41800087,Eliglustat prevents acute kidney injury caused by Shiga toxin 2 in lethal and sublethal rat models of hemolytic uremic syndrome.,2026,0.32042435653598644,-0.2449222269225226,-0.16138008656498756,-0.0023110072058717805,0.08067660102089194,-0.07801796248747177,0.08605067101802792,0.2765015735980399,-0.05062916165865978,-0.06510089838774052,0.06543187692785031,0.07519601500227245,-0.2072864309230921,-0.07989487399051363,0.09244582356981285,-0.008473406910958511,-0.10958594476922551,-0.2218288306649983,0.0030077502404373393,-0.060706233850305005,0.06613001408621662,-0.027399809369349992,0.05128634652588206,-0.03575379118028917,0.03769875842715741,0.03994630146084266,-0.02747030912645224,0.017140042328589747,-0.0526742574928577,-0.014039540939334188,0.07803172513319245,0.10368279955569211,0.0873355322398566,0.06824344327708821,-0.1471066685831843,-0.11425103895930948,-0.03375433427451213,0.024620861155610598,0.050447334773881684,0.07104666456211486,0.045202593098773544,-0.053051085340193135,0.04027108311307232,0.009379054461867839,0.04459689423339959,-0.06018970293781801,-0.11111810906652232,0.13804639263976895,-0.0713847335391853,0.056865839878725115,5,6.0,2.1756287886489414,0.0036316338525992434,0.0021833239224543573,0.170965802318924,18.0,4,4,1.0,12.0,25,40.25,111,87.25,235,4,0,6,199,12,5,2,3.5030963,4.3193913,0
41743514,Premature release of action sequences in adolescent male rats.,2026,0.21193074244678814,0.22081120238227,-0.06863749075199722,-0.003905366965444807,0.019085858449388905,0.009342996650935758,0.04586736589740656,0.050681427106001015,-0.07962675327274313,-0.006347528154268858,-0.03247904302547854,0.0034231559862903317,-0.003783682846302511,-0.07241472124682852,0.028332663111515072,0.16975301048044264,0.05132247631081179,-0.07190441191836487,0.09135476943218435,0.05310004560289984,0.142215517416689,0.05895912816514667,0.14499253955570326,-0.1444396944076711,-0.014797557850022049,-0.011848061146340369,-0.006581140494748417,0.24253298046467597,-0.05327877903068397,-0.17260299211024677,-0.002350145933523833,0.07766910023606392,-0.12969960103492553,0.008759512843987037,0.011662251422606752,0.2305979424465756,-0.20545191386294098,0.04875915517795565,-0.03510186780833146,0.034950173648264714,-0.133065328847808,0.07293371394436327,-0.022029373439276183,-0.00055648261587824,0.013109577347129373,-0.012212857689456017,0.027037203212502765,0.08369290170086313,0.07630671934395357,0.08607705334403243,4,2.0,0.6734894984345622,0.0028186898872096023,0.006437041219649915,0.0,17.0,4,4,1.0,9.5,27,37.25,110,55.5,175,3,0,5,127,12,17,2,6.186597,2.4425647,0
41709136,Insights into the proteome of next-generation probiotic Faecalibacterium duncaniae A2-165 through label-free proteomics approach.,2026,0.16842770708405233,0.021522807862556764,0.0712726831631524,-0.03301986485287887,0.005184839958990061,0.049595375689748394,-0.01451008866848054,-0.028572465836298338,-0.04710847275512038,0.048142513481875725,-0.022562366226279402,0.04652349402615903,0.08717943258038523,0.04944268881439109,0.009897683089953233,-0.0006815090551440311,-0.06636165829548214,-0.025765970788836693,-0.09935828919741187,-0.09672481375873669,-0.09905477460423415,-0.017684040283665773,-0.07624061383565253,0.02935693969630748,0.047653333813953994,-0.08255380465542747,-0.11006287113298016,0.08003301882748805,0.01934775894481005,0.01791062825276657,-0.040516446098540985,0.02870464161291248,-0.12071653406904587,-0.061837439946926344,-0.16064914166045594,-0.056439146667419136,-0.13510613155088516,-0.17379554168215475,-0.07961508564750681,0.011570186512857556,0.2050376205333473,0.07824661725683117,-0.18008444828416115,-0.08807135140859534,-0.048200353803048386,0.022291806267998825,-0.05123238411442548,-0.0016956541963280957,-0.02262646363457443,-0.08293028778400434,4,,,,,,,7,1,0.14285714285714285,1.2857142857142858,3,9.285714285714286,29,9.285714285714286,29,6,6,7,179,12,2,1,7.731989,3.3731127,1
41605341,Persistent neuropathic pain selectively impairs hedonic and motivational aspects of eating: Insights from a mouse model.,2026,0.20263980939099924,0.11697605756421602,-0.012336116493854628,-0.16252026620085697,-0.06599747497068528,-0.02208407755823591,0.0556151370537222,0.07471250122265245,-0.10191367487410236,0.003285547523222259,-0.16815912909013933,0.05346735846574475,-0.06950307162277068,0.2421484657341253,-0.09611642336587725,0.1516775094268257,0.060570268584685526,-0.13534745004379803,0.31524519979245075,0.01106549385364484,-0.07574747387863286,-0.02841539266856969,0.26883765732731874,0.12659634785361734,0.029219009768820112,-0.06280456496018377,-0.10772619701667036,-0.15599446474482698,0.08458732594170996,-0.12867587543705547,-0.013824833911045248,-0.07324908906040087,-0.027278266339519814,0.13381493486197707,-0.002892681502159144,-0.040671271504283985,0.07219753970182587,0.06774985480794075,0.03840662995621017,0.04779736606316505,-0.006763103837643141,0.007502200927921361,-0.005027444738400548,-0.03426939536493476,0.0036000127964758624,0.004213491604608043,0.02708470381395724,-0.026093018334312323,-0.056701277168305836,-0.005210704281331,4,3.0,1.236655155553429,0.00401214344415757,0.0,0.42080426836436446,7.0,7,2,0.2857142857142857,1.5714285714285714,4,10.571428571428571,32,10.714285714285714,32,7,16,5,196,12,18,1,8.280202,5.2081046,1
