PMID,Section,EntityType,Mention,NormalizedName,NormalizedID,Database,Valid,GeneID,Symbol,Description,TaxID,Organism,CommonName
41014673,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human
41014673,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human
41014673,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human
41014673,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human
41014673,abstract,Gene,TonEBP,NFAT5,10725,ncbi_gene,True,10725,NFAT5,nuclear factor of activated T cells 5,,Homo sapiens,human
41014673,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human
41183746,abstract,Gene,tyrosine hydroxylase,TH,7054,ncbi_gene,True,7054,TH,tyrosine hydroxylase,,Homo sapiens,human
41183746,abstract,Gene,TH+,TH,7054,ncbi_gene,True,7054,TH,tyrosine hydroxylase,,Homo sapiens,human
41183746,abstract,Gene,TH+,TH,7054,ncbi_gene,True,7054,TH,tyrosine hydroxylase,,Homo sapiens,human
41183746,abstract,Gene,aromatic L-amino acid decarboxylase,DDC,1644,ncbi_gene,True,1644,DDC,dopa decarboxylase,,Homo sapiens,human
41183746,abstract,Gene,AADC,DDC,1644,ncbi_gene,True,1644,DDC,dopa decarboxylase,,Homo sapiens,human
41183746,abstract,Gene,dopamine transporter,SLC6A3,6531,ncbi_gene,True,6531,SLC6A3,solute carrier family 6 member 3,,Homo sapiens,human
41183746,abstract,Gene,DAT,SLC6A3,6531,ncbi_gene,True,6531,SLC6A3,solute carrier family 6 member 3,,Homo sapiens,human
41183746,abstract,Gene,TH+,TH,7054,ncbi_gene,True,7054,TH,tyrosine hydroxylase,,Homo sapiens,human
41183746,abstract,Gene,DAT,SLC6A3,6531,ncbi_gene,True,6531,SLC6A3,solute carrier family 6 member 3,,Homo sapiens,human
41183746,abstract,Gene,calbindin,CALB1,793,ncbi_gene,True,793,CALB1,calbindin 1,,Homo sapiens,human
41183746,abstract,Gene,vasoactive intestinal peptide,VIP,7432,ncbi_gene,True,7432,VIP,vasoactive intestinal peptide,,Homo sapiens,human
41183746,abstract,Gene,VIP,VIP,7432,ncbi_gene,True,7432,VIP,vasoactive intestinal peptide,,Homo sapiens,human
41183746,abstract,Gene,TH+,TH,7054,ncbi_gene,True,7054,TH,tyrosine hydroxylase,,Homo sapiens,human
41208638,abstract,Gene,Malvolio,Mvl,42490,ncbi_gene,True,42490,Mvl,Malvolio,,Drosophila melanogaster,fruit fly
41208638,abstract,Gene,Mvl,Mvl,42490,ncbi_gene,True,42490,Mvl,Malvolio,,Drosophila melanogaster,fruit fly
41208638,abstract,Gene,Mvl,Mvl,42490,ncbi_gene,True,42490,Mvl,Malvolio,,Drosophila melanogaster,fruit fly
41208638,abstract,Gene,Mvl,Mvl,42490,ncbi_gene,True,42490,Mvl,Malvolio,,Drosophila melanogaster,fruit fly
41208638,abstract,Gene,Mvl,Mvl,42490,ncbi_gene,True,42490,Mvl,Malvolio,,Drosophila melanogaster,fruit fly
41208638,abstract,Gene,Mvl,Mvl,42490,ncbi_gene,True,42490,Mvl,Malvolio,,Drosophila melanogaster,fruit fly
41208638,abstract,Gene,ferritin,Fer1HCH,46415,ncbi_gene,True,46415,Fer1HCH,Ferritin 1 heavy chain homologue,,Drosophila melanogaster,fruit fly
41208638,abstract,Gene,Fer3HCH,Fer3HCH,32260,ncbi_gene,True,32260,Fer3HCH,Ferritin 3 heavy chain homologue,,Drosophila melanogaster,fruit fly
41242030,title,Gene,Thrombomodulin,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,thrombomodulin,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,THBD,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,THBD,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,HIF-1alpha,HIF1A,3091,ncbi_gene,True,3091,HIF1A,hypoxia inducible factor 1 subunit alpha,,Homo sapiens,human
41242030,abstract,Gene,HIF-1alpha,HIF1A,3091,ncbi_gene,True,3091,HIF1A,hypoxia inducible factor 1 subunit alpha,,Homo sapiens,human
41242030,abstract,Gene,THBD,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,KLF4,KLF4,9314,ncbi_gene,True,9314,KLF4,KLF transcription factor 4,,Homo sapiens,human
41242030,abstract,Gene,THBD,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,THBD,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,KLF4,KLF4,9314,ncbi_gene,True,9314,KLF4,KLF transcription factor 4,,Homo sapiens,human
41242030,abstract,Gene,HIF-1alpha,HIF1A,3091,ncbi_gene,True,3091,HIF1A,hypoxia inducible factor 1 subunit alpha,,Homo sapiens,human
41242030,abstract,Gene,THBD,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,THBD,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,KLF4,KLF4,9314,ncbi_gene,True,9314,KLF4,KLF transcription factor 4,,Homo sapiens,human
41242030,abstract,Gene,THBD,THBD,7056,ncbi_gene,True,7056,THBD,thrombomodulin,,Homo sapiens,human
41242030,abstract,Gene,HIF-1alpha,HIF1A,3091,ncbi_gene,True,3091,HIF1A,hypoxia inducible factor 1 subunit alpha,,Homo sapiens,human
41242030,abstract,Gene,KLF4,KLF4,9314,ncbi_gene,True,9314,KLF4,KLF transcription factor 4,,Homo sapiens,human
41457365,title,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,Transient Receptor Potential Vanilloid 4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,aquaporin-1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human
41457365,abstract,Gene,AQP1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41457365,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human
41605341,abstract,Gene,c-Fos,Fos,14281,ncbi_gene,True,14281,Fos,"Fos proto-oncogene, AP-1 transcription factor subunit",,Mus musculus,house mouse
41605341,abstract,Gene,c-Fos,Fos,14281,ncbi_gene,True,14281,Fos,"Fos proto-oncogene, AP-1 transcription factor subunit",,Mus musculus,house mouse
41800087,abstract,Gene,glucosylceramide synthase,Ugcg,83626,ncbi_gene,True,83626,Ugcg,UDP-glucose ceramide glucosyltransferase,,Rattus norvegicus,Norway rat
41800087,abstract,Gene,aquaporin 1,Aqp1,25240,ncbi_gene,True,25240,Aqp1,aquaporin 1,,Rattus norvegicus,Norway rat
41800087,abstract,Gene,AQP1,Aqp1,25240,ncbi_gene,True,25240,Aqp1,aquaporin 1,,Rattus norvegicus,Norway rat
41800087,abstract,Gene,neutrophil gelatinase-associated lipocalin,Lcn2,170496,ncbi_gene,True,170496,Lcn2,lipocalin 2,,Rattus norvegicus,Norway rat
41800087,abstract,Gene,NGAL,Lcn2,170496,ncbi_gene,True,170496,Lcn2,lipocalin 2,,Rattus norvegicus,Norway rat
41800087,abstract,Gene,AQP1,Aqp1,25240,ncbi_gene,True,25240,Aqp1,aquaporin 1,,Rattus norvegicus,Norway rat
41800087,abstract,Gene,NGAL,Lcn2,170496,ncbi_gene,True,170496,Lcn2,lipocalin 2,,Rattus norvegicus,Norway rat
41817828,title,Gene,Somatostatin,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,Somatostatin,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,SOM,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,SOM,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,SOM,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,c-Fos,Fos,14281,ncbi_gene,True,14281,Fos,"Fos proto-oncogene, AP-1 transcription factor subunit",,Mus musculus,house mouse
41817828,abstract,Gene,SOM,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,Drd1,Drd1,13488,ncbi_gene,True,13488,Drd1,dopamine receptor D1,,Mus musculus,house mouse
41817828,abstract,Gene,Drd5,Drd5,13492,ncbi_gene,True,13492,Drd5,dopamine receptor D5,,Mus musculus,house mouse
41817828,abstract,Gene,SOM,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,SOM,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,SOM,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41817828,abstract,Gene,SOM,Sst,20604,ncbi_gene,True,20604,Sst,somatostatin,,Mus musculus,house mouse
41824201,title,Gene,NHE1,SLC9A1,6548,ncbi_gene,True,6548,SLC9A1,solute carrier family 9 member A1,,Homo sapiens,human
41933672,title,Gene,AQUAPORIN-4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,Aquaporin-4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,Vimentin,VIM,7431,ncbi_gene,True,7431,VIM,vimentin,,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,Vimentin,VIM,7431,ncbi_gene,True,7431,VIM,vimentin,,Homo sapiens,human
41933672,abstract,Gene,PI3K,PIK3CB,5291,ncbi_gene,True,5291,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41933672,abstract,Gene,Vimentin,VIM,7431,ncbi_gene,True,7431,VIM,vimentin,,Homo sapiens,human
41933672,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41950695,title,Gene,Aquaporin-1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human
41950695,title,Gene,aquaporin-4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human
41950695,title,Gene,caveolin-1,CAV1,857,ncbi_gene,True,857,CAV1,caveolin 1,,Homo sapiens,human
42086667,title,Gene,GAT-3,Slc6a11,79213,ncbi_gene,True,79213,Slc6a11,solute carrier family 6 member 11,,Rattus norvegicus,Norway rat
42086667,abstract,Gene,GAT-3,Slc6a11,79213,ncbi_gene,True,79213,Slc6a11,solute carrier family 6 member 11,,Rattus norvegicus,Norway rat
42086667,abstract,Gene,GAT-3,Slc6a11,79213,ncbi_gene,True,79213,Slc6a11,solute carrier family 6 member 11,,Rattus norvegicus,Norway rat
42086667,abstract,Gene,GAT-3,Slc6a11,79213,ncbi_gene,True,79213,Slc6a11,solute carrier family 6 member 11,,Rattus norvegicus,Norway rat
42086667,abstract,Gene,GAT-3,Slc6a11,79213,ncbi_gene,True,79213,Slc6a11,solute carrier family 6 member 11,,Rattus norvegicus,Norway rat
42086667,abstract,Gene,GAT-3,Slc6a11,79213,ncbi_gene,True,79213,Slc6a11,solute carrier family 6 member 11,,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Abcb1a,Abcb1a,170913,ncbi_gene,True,170913,Abcb1a,ATP binding cassette subfamily B member 1A,,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Abcb1b,Abcb1b,24646,ncbi_gene,True,24646,Abcb1b,"ATP-binding cassette, sub-family B member 1B",,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Slco4A1,Slco4a1,171144,ncbi_gene,True,171144,Slco4a1,"solute carrier organic anion transporter family, member 4a1",,Rattus norvegicus,Norway rat
42123443,abstract,Gene,folate receptor-alpha,Folr1,171049,ncbi_gene,True,171049,Folr1,folate receptor alpha,,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Folr1,Folr1,171049,ncbi_gene,True,171049,Folr1,folate receptor alpha,,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Slc19A1,Slc19a1,29723,ncbi_gene,True,29723,Slc19a1,solute carrier family 19 member 1,,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Slc7A5,Slc7a5,50719,ncbi_gene,True,50719,Slc7a5,solute carrier family 7 member 5,,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Abcb1a,Abcb1a,170913,ncbi_gene,True,170913,Abcb1a,ATP binding cassette subfamily B member 1A,,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Abcb1b,Abcb1b,24646,ncbi_gene,True,24646,Abcb1b,"ATP-binding cassette, sub-family B member 1B",,Rattus norvegicus,Norway rat
42123443,abstract,Gene,Folr1,Folr1,171049,ncbi_gene,True,171049,Folr1,folate receptor alpha,,Rattus norvegicus,Norway rat
42134656,title,Gene,TDP-43,Tardbp,230908,ncbi_gene,True,230908,Tardbp,TAR DNA binding protein,,Mus musculus,house mouse
42134656,abstract,Gene,TDP-43,Tardbp,230908,ncbi_gene,True,230908,Tardbp,TAR DNA binding protein,,Mus musculus,house mouse
42134656,abstract,Gene,TDP-43,Tardbp,230908,ncbi_gene,True,230908,Tardbp,TAR DNA binding protein,,Mus musculus,house mouse
42134656,abstract,Gene,TDP-43,Tardbp,230908,ncbi_gene,True,230908,Tardbp,TAR DNA binding protein,,Mus musculus,house mouse
42134656,abstract,Gene,TDP-43,Tardbp,230908,ncbi_gene,True,230908,Tardbp,TAR DNA binding protein,,Mus musculus,house mouse
42347511,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human
42347511,abstract,Gene,Stx1,STX1A,6804,ncbi_gene,True,6804,STX1A,syntaxin 1A,,Homo sapiens,human
42347511,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human
42347511,abstract,Gene,Stx1,STX1A,6804,ncbi_gene,True,6804,STX1A,syntaxin 1A,,Homo sapiens,human
42347511,abstract,Gene,Stx1,STX1A,6804,ncbi_gene,True,6804,STX1A,syntaxin 1A,,Homo sapiens,human
42347511,abstract,Gene,Stx1,STX1A,6804,ncbi_gene,True,6804,STX1A,syntaxin 1A,,Homo sapiens,human
