source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,minus_log10_p,GeneRatio,FoldEnrichment,BackgroundRatio,Specificity,ParentList
GO:BP,GO:0033993,response to lipid,4.558158965883881e-26,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]",880,188,52,20972,0.2765957446808511,0.059090909090909,query_1,['GO:0042221'],25.341210532862902,0.2765957446808511,6.5917794970986465,0.04196070951745184,0.0011363636363636363,['GO:0042221']
GO:BP,GO:0042127,regulation of cell population proliferation,4.558158965883881e-26,True,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1639,188,68,20972,0.3617021276595745,0.0414887126296522,query_1,"['GO:0008283', 'GO:0050794']",25.341210532862902,0.3617021276595745,4.628198304622694,0.07815182147625405,0.0006101281269066504,"['GO:0008283', 'GO:0050794']"
GO:BP,GO:0048513,animal organ development,8.509854484604873e-26,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",3018,188,90,20972,0.4787234042553192,0.0298210735586481,query_1,['GO:0048856'],25.070077866128507,0.4787234042553192,3.3266359291062138,0.14390616059507916,0.0003313452617627568,['GO:0048856']
GO:BP,GO:0023051,regulation of signaling,1.4937961035854109e-25,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3473,188,96,20972,0.5106382978723404,0.0276418082349553,query_1,"['GO:0023052', 'GO:0050789']",24.82570867770862,0.5106382978723404,3.0835319271461916,0.1656017547205798,0.00028793550244745177,"['GO:0023052', 'GO:0050789']"
GO:BP,GO:0043067,regulation of programmed cell death,1.640200930881495e-25,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1467,188,64,20972,0.3404255319148936,0.0436264485344239,query_1,"['GO:0012501', 'GO:0050794']",24.78510294595973,0.3404255319148936,4.866669567361383,0.06995041007057029,0.0006816632583503749,"['GO:0012501', 'GO:0050794']"
GO:BP,GO:0048856,anatomical structure development,2.4724082952548885e-25,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",5948,188,125,20972,0.6648936170212766,0.0210154673839946,query_1,['GO:0032502'],24.60687980796268,0.6648936170212766,2.3443424573251868,0.28361625023841314,0.00016812373907195696,['GO:0032502']
GO:BP,GO:0003008,system process,3.823022911229418e-25,True,"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]",2290,188,78,20972,0.4148936170212766,0.034061135371179,query_1,['GO:0032501'],24.41759309926303,0.4148936170212766,3.799628356406206,0.10919320999427809,0.0004366812227074236,['GO:0032501']
GO:BP,GO:0050793,regulation of developmental process,5.707700009825904e-25,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2431,188,80,20972,0.425531914893617,0.0329082682023858,query_1,"['GO:0032502', 'GO:0050789']",24.243538860978024,0.425531914893617,3.6710223443640215,0.11591646004196071,0.00041135335252982314,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0008283,cell population proliferation,9.544438654096376e-25,True,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",1961,188,72,20972,0.3829787234042553,0.0367159612442631,query_1,['GO:0009987'],24.020249609082505,0.3829787234042553,4.095782655397268,0.09350562654968529,0.0005099439061703213,['GO:0009987']
GO:BP,GO:0048583,regulation of response to stimulus,2.473175163693749e-24,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3993,188,101,20972,0.5372340425531915,0.0252942649636864,query_1,"['GO:0050789', 'GO:0050896']",23.606745123456083,0.5372340425531915,2.8216559830767673,0.19039671943543773,0.00025043826696719256,"['GO:0050789', 'GO:0050896']"
GO:BP,GO:0048522,positive regulation of cellular process,3.7898220341331495e-24,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5739,188,121,20972,0.6436170212765957,0.0210838125108904,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']",23.42138118354344,0.6436170212765957,2.3519665743531566,0.2736505817280183,0.00017424638438752395,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0006810,transport,6.994217512774723e-24,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",4370,188,105,20972,0.5585106382978723,0.0240274599542334,query_1,['GO:0051234'],23.155260865717235,0.5585106382978723,2.6803398412775694,0.2083730688537097,0.0002288329519450801,['GO:0051234']
GO:BP,GO:2000026,regulation of multicellular organismal development,1.8557694157430414e-23,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",1392,188,60,20972,0.3191489361702128,0.043103448275862,query_1,"['GO:0007275', 'GO:0050793', 'GO:0051239']",22.731475987002703,0.3191489361702128,4.808327219369039,0.06637421323669655,0.0007183908045977011,"['GO:0007275', 'GO:0050793', 'GO:0051239']"
GO:BP,GO:0008284,positive regulation of cell population proliferation,2.2678288553252694e-23,True,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",923,188,50,20972,0.2659574468085106,0.0541711809317443,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048522']",22.644389723144375,0.26595744680851063,6.042968119683732,0.04401106236887278,0.0010834236186348862,"['GO:0008283', 'GO:0042127', 'GO:0048522']"
GO:BP,GO:0032502,developmental process,2.359773748876513e-23,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6535,188,128,20972,0.6808510638297872,0.0195868400918133,query_1,['GO:0008150'],22.62712963445565,0.6808510638297872,2.1849745234335574,0.3116059507915316,0.0001530221882172915,['GO:0008150']
GO:BP,GO:0048584,positive regulation of response to stimulus,2.359773748876513e-23,True,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",2320,188,76,20972,0.4042553191489361,0.0327586206896551,query_1,"['GO:0048518', 'GO:0048583', 'GO:0050896']",22.62712963445565,0.40425531914893614,3.6543286867204694,0.11062368872782757,0.0004310344827586207,"['GO:0048518', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0009719,response to endogenous stimulus,3.925826723431307e-23,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1467,188,61,20972,0.324468085106383,0.0415814587593728,query_1,['GO:0050896'],22.40606887302902,0.324468085106383,4.638544431391318,0.06995041007057029,0.0006816632583503749,['GO:0050896']
GO:BP,GO:0051716,cellular response to stimulus,5.528271019954643e-23,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",7425,188,136,20972,0.723404255319149,0.0183164983164983,query_1,"['GO:0009987', 'GO:0050896']",22.257410674102456,0.723404255319149,2.043263844114908,0.35404348655349993,0.00013468013468013467,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0051050,positive regulation of transport,6.211630195685139e-23,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",818,188,47,20972,0.25,0.0574572127139364,query_1,"['GO:0006810', 'GO:0048518', 'GO:0051049']",22.20679440754006,0.25,6.409535452322738,0.039004386801449555,0.0012224938875305623,"['GO:0006810', 'GO:0048518', 'GO:0051049']"
GO:BP,GO:0006915,apoptotic process,1.4221516150011038e-22,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1898,188,68,20972,0.3617021276595745,0.035827186512118,query_1,['GO:0012501'],21.847054101181257,0.3617021276595745,3.9966369975113785,0.09050162120923136,0.0005268703898840885,['GO:0012501']
GO:BP,GO:0012501,programmed cell death,1.4317847405576331e-22,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1958,188,69,20972,0.3670212765957447,0.0352400408580183,query_1,['GO:0008219'],21.84412227044656,0.3670212765957447,3.9311390259274557,0.09336257867633034,0.0005107252298263534,['GO:0008219']
GO:BP,GO:0008219,cell death,1.5786071749336143e-22,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1962,188,69,20972,0.3670212765957447,0.0351681957186544,query_1,['GO:0009987'],21.801725927612626,0.3670212765957447,3.923124471338409,0.09355330917413694,0.0005096839959225281,['GO:0009987']
GO:BP,GO:0002682,regulation of immune system process,4.3396102508773625e-22,True,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",1594,188,62,20972,0.3297872340425531,0.0388958594730238,query_1,"['GO:0002376', 'GO:0050789']",21.362549273596734,0.32978723404255317,4.338957259937532,0.0760061033759298,0.0006273525721455458,"['GO:0002376', 'GO:0050789']"
GO:BP,GO:0051234,establishment of localization,7.147791688538595e-22,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",4804,188,107,20972,0.5691489361702128,0.0222731057452123,query_1,['GO:0051179'],21.145828112830703,0.5691489361702128,2.4846360302584727,0.22906732786572573,0.00020815986677768527,['GO:0051179']
GO:CC,GO:0042995,cell projection,1.2018481482423044e-21,True,"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, PMID:16318917]",2566,187,76,22155,0.4064171122994652,0.029618082618862,query_1,['GO:0110165'],20.92015040134035,0.40641711229946526,3.5090300557266767,0.11582035657865042,0.0003897116134060795,['GO:0110165']
GO:BP,GO:0043068,positive regulation of programmed cell death,1.2997050892782117e-21,True,"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",527,188,38,20972,0.202127659574468,0.0721062618595825,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048522']",20.886155180484597,0.20212765957446807,8.043683636804069,0.025128743086019454,0.0018975332068311196,"['GO:0012501', 'GO:0043067', 'GO:0048522']"
GO:BP,GO:0006811,monoatomic ion transport,1.4190239490882024e-21,True,"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",1260,188,55,20972,0.2925531914893617,0.0436507936507936,query_1,['GO:0006810'],20.84801027482506,0.2925531914893617,4.869385342789598,0.06008010680907877,0.0007936507936507937,['GO:0006810']
GO:BP,GO:0051179,localization,2.0216555287076616e-21,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",5493,188,114,20972,0.6063829787234043,0.0207536865101037,query_1,['GO:0008150'],20.694292842180282,0.6063829787234043,2.315139965371789,0.26192065611291243,0.0001820498816675769,['GO:0008150']
GO:BP,GO:0048869,cellular developmental process,2.0216555287076616e-21,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4444,188,102,20972,0.5425531914893617,0.0229522952295229,query_1,"['GO:0009987', 'GO:0032502']",20.694292842180282,0.5425531914893617,2.560401784859337,0.21190158306313178,0.000225022502250225,"['GO:0009987', 'GO:0032502']"
GO:BP,GO:0030154,cell differentiation,2.0216555287076616e-21,True,"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",4443,188,102,20972,0.5425531914893617,0.0229574611748818,query_1,['GO:0048869'],20.694292842180282,0.5425531914893617,2.56097806255118,0.21185390043868013,0.00022507314877335134,['GO:0048869']
GO:BP,GO:0030334,regulation of cell migration,2.794820951607205e-21,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",944,188,48,20972,0.2553191489361702,0.0508474576271186,query_1,"['GO:0016477', 'GO:2000145']",20.553646009680865,0.2553191489361702,5.672196177425171,0.04501239748235743,0.001059322033898305,"['GO:0016477', 'GO:2000145']"
GO:BP,GO:0099537,trans-synaptic signaling,2.8802904270702893e-21,True,"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]",772,188,44,20972,0.2340425531914893,0.0569948186528497,query_1,['GO:0099536'],20.540563719006478,0.23404255319148937,6.357953919082792,0.03681098607667366,0.0012953367875647669,['GO:0099536']
GO:BP,GO:0040011,locomotion,3.4579275866864426e-21,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1236,188,54,20972,0.2872340425531915,0.0436893203883495,query_1,['GO:0008150'],20.46118410563462,0.2872340425531915,4.873683123321628,0.058935723822239175,0.0008090614886731392,['GO:0008150']
GO:BP,GO:0032101,regulation of response to external stimulus,3.853243700551624e-21,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1092,188,51,20972,0.2712765957446808,0.0467032967032967,query_1,"['GO:0009605', 'GO:0048583']",20.414173522921114,0.2712765957446808,5.209901800327332,0.0520694259012016,0.0009157509157509158,"['GO:0009605', 'GO:0048583']"
